compania,videoperitacion,fecha_entrada,perito,provincia,honorario_gabinete,honorario_perito,tasacion_origen,tiempo_resolucion_dias
Allianz,Si,2025-06-11,Perito D,Madrid,24,36,4123,3.8
AXA,Si,2024-12-05,Perito B,Zaragoza,47,40,453,1.4
Allianz,No,2025-02-15,Perito A,Zaragoza,58,25,7594,3.7
Allianz,No,2024-03-29,Perito D,Málaga,39,21,3383,2.7
Allianz,Si,2024-08-12,Perito C,Madrid,43,31,2757,3.6
Generali,No,2024-01-23,Perito D,Málaga,46,32,5792,6.9
Mutua,No,2025-02-14,Perito A,Zaragoza,49,21,298,4.2
Allianz,No,2024-11-04,Perito C,Zaragoza,46,34,2400,3.7
Generali,No,2024-05-06,Perito A,Zaragoza,45,25,6180,6.1
Mapfre,Si,2024-02-04,Perito A,Valencia,26,30,3161,3.8
Mutua,Si,2025-03-01,Perito C,Zaragoza,57,41,6215,3.4
Generali,Si,2024-01-26,Perito A,Madrid,24,25,5173,5.2
Mapfre,Si,2024-02-10,Perito B,Barcelona,42,30,4633,4.2
Mutua,Si,2025-02-07,Perito A,Valencia,47,37,3977,2.3
Generali,No,2024-01-19,Perito B,Madrid,53,26,3069,4.5
Mapfre,Si,2024-07-22,Perito C,Sevilla,34,17,3434,3.1
Generali,No,2025-05-22,Perito A,Madrid,51,16,3991,6.3
Mapfre,Si,2025-06-06,Perito D,Madrid,45,38,1156,2.9
Allianz,No,2025-01-28,Perito A,Barcelona,50,43,6000,7.5
Allianz,Si,2025-04-24,Perito B,Valencia,38,48,4267,3.2
Mutua,Si,2025-05-29,Perito B,Sevilla,28,34,360,3.4
Mapfre,No,2024-10-14,Perito D,Zaragoza,48,32,5899,4.7
Allianz,No,2024-03-25,Perito C,Valencia,58,28,7144,5.9
Mutua,No,2024-12-05,Perito B,Valencia,23,32,4693,4.9
AXA,Si,2025-02-19,Perito B,Sevilla,22,16,1500,2.0
Allianz,Si,2024-11-04,Perito B,Sevilla,48,15,5111,4.4
Allianz,No,2024-06-10,Perito A,Barcelona,30,34,4187,5.3
Linea Directa,Si,2024-01-29,Perito A,Málaga,52,48,1727,2.1
Generali,No,2024-04-21,Perito A,Barcelona,57,25,6215,6.8
AXA,Si,2025-05-05,Perito A,Zaragoza,30,41,5711,4.3
Mapfre,No,2025-03-13,Perito A,Sevilla,46,37,5454,4.5
Mutua,No,2024-04-02,Perito D,Madrid,52,17,1418,4.1
AXA,Si,2024-11-11,Perito B,Madrid,40,26,4696,5.3
Mapfre,No,2024-06-04,Perito D,Valencia,58,44,4935,4.0
Allianz,Si,2025-06-03,Perito B,Valencia,50,45,3304,4.7
Linea Directa,Si,2024-06-28,Perito A,Málaga,57,37,2935,4.6
Mutua,Si,2025-04-01,Perito A,Málaga,21,15,4755,3.7
Mutua,No,2024-02-12,Perito C,Málaga,46,34,1154,2.2
AXA,No,2024-12-08,Perito C,Málaga,55,20,4765,4.5
Generali,No,2024-03-18,Perito D,Madrid,30,25,3646,5.2
Mapfre,Si,2024-08-11,Perito B,Sevilla,37,49,1245,1.0
Linea Directa,Si,2025-01-09,Perito D,Zaragoza,20,18,7093,2.2
Linea Directa,No,2024-12-15,Perito C,Zaragoza,54,43,1893,2.4
AXA,Si,2024-12-07,Perito B,Málaga,54,24,6381,5.3
Generali,Si,2024-08-08,Perito D,Barcelona,50,43,6573,6.1
Generali,Si,2025-04-13,Perito C,Zaragoza,47,15,3636,2.2
Generali,No,2024-12-20,Perito A,Málaga,58,22,762,2.4
Mutua,No,2025-01-17,Perito D,Madrid,20,31,2685,4.6
Mapfre,No,2025-01-13,Perito A,Valencia,44,33,6095,5.7
Mapfre,Si,2024-07-15,Perito D,Barcelona,57,47,3554,2.5
AXA,Si,2025-04-28,Perito B,Málaga,39,29,6370,3.1
Allianz,No,2025-05-09,Perito B,Madrid,22,45,425,3.5
AXA,No,2024-11-16,Perito B,Valencia,21,35,7644,5.1
Mapfre,No,2024-12-04,Perito B,Málaga,37,17,5093,5.0
Mutua,Si,2025-06-08,Perito C,Madrid,29,16,7976,3.3
AXA,No,2024-06-18,Perito A,Madrid,24,49,6627,8.6
Allianz,No,2024-09-09,Perito C,Sevilla,28,30,7222,5.8
Linea Directa,No,2025-04-01,Perito D,Madrid,21,35,1159,4.0
AXA,Si,2024-05-06,Perito D,Málaga,53,26,5800,2.8
Generali,No,2024-12-08,Perito A,Madrid,57,42,4748,5.2
Allianz,Si,2024-03-23,Perito A,Barcelona,50,26,3267,3.8
Generali,No,2025-03-10,Perito C,Madrid,29,47,1015,3.8
Mutua,Si,2025-06-06,Perito B,Madrid,31,34,4954,5.1
Mapfre,No,2024-11-23,Perito C,Zaragoza,55,35,7883,6.8
AXA,No,2024-04-26,Perito C,Barcelona,40,36,4842,4.2
AXA,Si,2025-04-18,Perito D,Málaga,25,40,5511,2.9
Generali,No,2024-02-03,Perito C,Valencia,22,21,3320,4.2
Generali,No,2025-06-20,Perito A,Sevilla,29,21,7879,6.3
Mapfre,No,2024-07-17,Perito B,Zaragoza,24,22,216,2.5
AXA,No,2024-10-13,Perito D,Valencia,45,40,7539,4.6
Mapfre,Si,2025-05-06,Perito A,Málaga,40,38,1443,2.7
Generali,Si,2024-09-11,Perito D,Málaga,45,38,2405,1.1
Linea Directa,Si,2025-03-22,Perito C,Zaragoza,57,26,2724,2.0
Generali,Si,2025-05-12,Perito C,Barcelona,45,22,1269,1.5
Allianz,Si,2024-10-22,Perito A,Valencia,27,23,3644,4.8
Generali,Si,2025-03-09,Perito A,Madrid,24,17,2765,5.0
Generali,Si,2024-12-06,Perito D,Barcelona,34,35,6442,3.3
Linea Directa,Si,2024-01-09,Perito B,Barcelona,35,45,6064,3.9
Mapfre,No,2025-01-09,Perito D,Sevilla,20,38,1260,1.6
Allianz,No,2024-03-29,Perito C,Barcelona,35,18,2527,3.9
Allianz,Si,2024-03-10,Perito A,Valencia,56,34,3620,4.0
AXA,Si,2025-02-11,Perito A,Málaga,22,30,6840,7.7
Linea Directa,Si,2024-11-01,Perito D,Zaragoza,50,24,501,1.2
Mutua,No,2024-12-30,Perito A,Sevilla,32,40,4476,5.5
AXA,Si,2024-05-17,Perito A,Zaragoza,35,43,806,2.6
AXA,Si,2024-08-27,Perito C,Zaragoza,40,19,3370,3.4
AXA,Si,2024-10-14,Perito B,Madrid,21,25,899,3.0
Allianz,Si,2025-02-13,Perito A,Valencia,46,43,5288,5.4
Mapfre,No,2024-05-31,Perito A,Madrid,57,29,1339,5.5
Generali,Si,2024-11-18,Perito D,Barcelona,45,20,390,2.6
Allianz,No,2024-03-16,Perito B,Valencia,57,29,2500,4.5
Generali,No,2025-01-27,Perito C,Zaragoza,44,34,1180,4.3
Generali,No,2025-05-06,Perito A,Sevilla,30,48,3175,3.8
Mutua,Si,2025-05-19,Perito B,Zaragoza,27,16,6302,4.6
AXA,No,2025-02-14,Perito B,Sevilla,27,30,1384,4.3
Mutua,Si,2024-01-24,Perito D,Madrid,52,33,3527,4.1
AXA,Si,2024-05-14,Perito C,Málaga,26,48,3594,3.9
Allianz,Si,2024-11-10,Perito B,Zaragoza,57,28,327,2.2
Generali,Si,2024-01-08,Perito C,Sevilla,40,38,2265,3.3
Mutua,Si,2024-06-11,Perito B,Madrid,27,42,2016,5.2
Linea Directa,Si,2025-03-09,Perito A,Málaga,40,46,6054,3.5
Allianz,Si,2025-06-16,Perito C,Valencia,39,24,6909,4.3
Allianz,Si,2024-08-26,Perito D,Sevilla,27,23,769,1.0
Linea Directa,No,2024-01-02,Perito B,Sevilla,50,38,5642,4.3
AXA,Si,2025-05-22,Perito A,Zaragoza,48,43,2095,3.7
Generali,No,2024-04-25,Perito B,Zaragoza,28,43,2933,2.3
AXA,Si,2024-11-19,Perito A,Madrid,34,37,4063,3.7
AXA,No,2024-03-10,Perito C,Sevilla,49,41,4921,5.9
Allianz,No,2024-07-15,Perito D,Madrid,45,45,7655,4.7
AXA,Si,2025-03-06,Perito A,Sevilla,29,21,4214,5.3
Mapfre,No,2025-01-22,Perito B,Madrid,48,18,3101,5.0
Linea Directa,Si,2024-11-18,Perito A,Sevilla,35,28,1886,3.1
Linea Directa,No,2024-02-03,Perito A,Valencia,55,24,3209,3.9
Generali,Si,2024-01-05,Perito D,Zaragoza,39,48,354,1.3
Linea Directa,No,2024-05-25,Perito C,Valencia,56,40,2737,4.1
AXA,No,2024-09-02,Perito A,Madrid,41,37,1609,4.8
AXA,Si,2024-06-15,Perito A,Valencia,26,23,4257,3.0
Mutua,No,2024-11-27,Perito B,Madrid,42,22,984,4.9
Generali,Si,2025-06-12,Perito B,Zaragoza,59,28,3375,4.4
Generali,Si,2024-04-28,Perito C,Madrid,48,21,7760,4.0
Linea Directa,No,2024-07-27,Perito C,Zaragoza,35,21,4541,6.7
AXA,No,2024-11-16,Perito C,Barcelona,57,23,7543,6.8
Mapfre,No,2024-05-26,Perito B,Valencia,47,17,7406,6.0
Mutua,Si,2024-05-11,Perito A,Barcelona,57,28,5796,6.9
Mapfre,Si,2024-01-04,Perito C,Zaragoza,50,31,6001,1.9
AXA,Si,2025-01-06,Perito B,Zaragoza,33,36,3006,1.4
Generali,Si,2024-01-11,Perito B,Barcelona,52,40,737,1.2
Generali,No,2024-01-04,Perito C,Zaragoza,28,42,6186,3.8
Mapfre,Si,2024-03-23,Perito B,Sevilla,46,28,2041,3.3
Allianz,Si,2024-11-13,Perito A,Madrid,43,23,5216,4.0
AXA,No,2024-09-04,Perito D,Málaga,32,40,2655,2.5
Generali,No,2024-08-23,Perito B,Barcelona,45,16,724,3.5
Linea Directa,No,2025-06-18,Perito B,Sevilla,48,25,7171,5.2
Allianz,Si,2025-03-09,Perito D,Valencia,47,31,5825,3.2
Generali,No,2025-06-22,Perito A,Málaga,47,48,3150,3.7
Linea Directa,No,2025-02-04,Perito C,Zaragoza,27,33,4331,3.4
Generali,Si,2024-06-01,Perito B,Madrid,42,32,4980,4.3
Allianz,Si,2025-03-11,Perito A,Sevilla,48,27,4315,3.9
Mapfre,Si,2024-10-18,Perito C,Málaga,24,19,2568,4.3
AXA,Si,2024-03-19,Perito A,Madrid,26,37,4047,3.8
Allianz,No,2024-04-16,Perito D,Madrid,55,38,6855,5.6
Allianz,Si,2024-11-22,Perito B,Málaga,46,43,4695,1.5
Generali,No,2024-07-28,Perito A,Sevilla,21,22,2901,5.6
Linea Directa,No,2025-02-01,Perito C,Zaragoza,44,40,1171,3.2
Allianz,Si,2024-11-18,Perito C,Málaga,28,29,6202,4.8
AXA,Si,2025-02-06,Perito C,Barcelona,46,15,6814,6.5
Mapfre,Si,2025-04-10,Perito D,Madrid,20,42,1366,3.4
Linea Directa,Si,2025-01-02,Perito A,Valencia,42,28,5411,4.4
Mapfre,No,2025-04-29,Perito A,Zaragoza,29,48,7721,4.1
Mapfre,Si,2024-09-13,Perito C,Málaga,44,45,5129,3.5
AXA,Si,2025-02-07,Perito C,Málaga,22,20,6119,3.0
Generali,No,2025-02-05,Perito C,Madrid,25,19,2974,3.9
Linea Directa,No,2024-02-17,Perito D,Madrid,25,45,2182,2.3
Linea Directa,No,2025-03-22,Perito D,Málaga,21,29,1053,2.6
AXA,Si,2024-10-01,Perito B,Valencia,37,29,4346,2.6
Linea Directa,No,2025-04-29,Perito B,Madrid,42,19,3936,4.5
Allianz,No,2025-05-13,Perito B,Madrid,21,42,3969,4.3
Mutua,No,2024-11-07,Perito C,Barcelona,31,47,774,5.6
Mutua,Si,2024-06-22,Perito D,Sevilla,41,25,3461,1.6
Mutua,No,2024-11-25,Perito D,Barcelona,56,20,1348,3.5
Mapfre,Si,2024-09-08,Perito B,Valencia,39,37,6493,4.0
Linea Directa,No,2024-09-24,Perito C,Sevilla,58,16,6657,5.0
AXA,No,2024-09-02,Perito A,Málaga,43,29,6913,7.5
Linea Directa,No,2025-02-06,Perito C,Valencia,39,37,7709,3.5
AXA,No,2025-03-04,Perito C,Valencia,20,36,6648,5.4
Linea Directa,No,2025-03-08,Perito B,Barcelona,20,23,1915,5.5
Mapfre,No,2024-08-22,Perito D,Sevilla,36,44,4977,4.4
Allianz,Si,2024-08-08,Perito D,Valencia,20,30,5133,5.4
Mutua,Si,2025-06-03,Perito A,Sevilla,49,44,4054,5.2
Mutua,Si,2024-10-20,Perito D,Zaragoza,22,23,5373,2.6
Linea Directa,No,2024-03-08,Perito D,Málaga,30,15,7346,4.7
Mapfre,Si,2024-02-01,Perito A,Sevilla,43,22,2691,4.2
Mutua,No,2025-04-29,Perito A,Barcelona,41,32,2860,5.3
Linea Directa,Si,2025-04-15,Perito B,Barcelona,45,41,7336,5.3
Generali,No,2025-03-18,Perito B,Valencia,32,32,6607,7.2
Linea Directa,Si,2024-02-17,Perito B,Sevilla,20,46,3324,4.1
AXA,No,2025-03-20,Perito B,Barcelona,43,46,5891,8.0
Mutua,No,2024-11-23,Perito D,Madrid,29,35,3251,4.5
Mutua,Si,2024-12-02,Perito B,Barcelona,54,46,7987,5.8
Generali,No,2024-09-08,Perito C,Málaga,43,45,204,3.4
Allianz,Si,2024-07-21,Perito A,Madrid,47,30,5422,6.0
Linea Directa,Si,2025-03-11,Perito B,Sevilla,55,28,5515,3.5
Allianz,Si,2024-03-03,Perito A,Zaragoza,35,38,5069,3.3
Linea Directa,Si,2024-03-03,Perito D,Valencia,59,39,1076,1.0
Generali,No,2024-03-24,Perito B,Madrid,35,49,1191,4.3
Allianz,Si,2025-05-12,Perito C,Barcelona,36,31,7227,3.8
Mapfre,No,2024-09-21,Perito A,Valencia,34,18,7717,6.4
Generali,No,2025-01-30,Perito B,Zaragoza,35,25,4342,2.2
Linea Directa,No,2025-01-22,Perito C,Zaragoza,34,29,7210,3.8
AXA,Si,2024-04-15,Perito D,Valencia,53,44,7166,5.1
AXA,No,2024-07-18,Perito C,Valencia,30,38,7279,5.5
AXA,No,2024-12-04,Perito D,Valencia,20,16,6999,5.3
Linea Directa,Si,2025-04-11,Perito A,Sevilla,34,48,4564,4.3
Mutua,No,2025-02-06,Perito B,Sevilla,45,37,4665,6.5
Generali,No,2024-05-02,Perito C,Sevilla,23,45,835,4.5
Generali,No,2024-12-30,Perito C,Barcelona,24,27,5425,7.5
Allianz,No,2024-12-30,Perito C,Sevilla,54,47,1893,3.1
Generali,No,2024-11-17,Perito D,Valencia,32,21,1882,3.0
Generali,Si,2024-10-03,Perito A,Madrid,29,46,4952,3.7
Allianz,Si,2024-01-30,Perito A,Madrid,30,21,319,4.5
Generali,Si,2024-02-12,Perito B,Zaragoza,37,27,1030,3.1
Generali,Si,2025-01-18,Perito B,Madrid,53,38,6106,4.3
Mapfre,Si,2024-08-28,Perito A,Madrid,58,42,3875,4.2
Linea Directa,No,2024-06-28,Perito A,Madrid,42,46,5377,6.7
Allianz,Si,2024-02-08,Perito A,Zaragoza,26,32,6270,4.4
Mapfre,No,2024-12-27,Perito C,Málaga,58,48,1569,2.8
Mutua,No,2025-06-19,Perito D,Madrid,22,48,940,3.4
Allianz,Si,2025-03-19,Perito A,Madrid,31,15,7841,5.7
Linea Directa,Si,2025-01-18,Perito B,Madrid,26,45,316,3.5
Generali,No,2024-01-10,Perito D,Zaragoza,45,15,6149,4.3
Generali,No,2024-10-09,Perito C,Barcelona,52,30,3038,2.1
Mapfre,Si,2024-03-27,Perito D,Málaga,56,29,1350,1.9
Mapfre,Si,2025-06-03,Perito A,Madrid,34,47,7760,5.4
Mutua,No,2024-05-03,Perito D,Zaragoza,21,37,2131,3.9
Mutua,No,2025-06-24,Perito B,Zaragoza,26,48,1212,3.6
Linea Directa,Si,2024-11-21,Perito D,Sevilla,51,31,1864,1.4
Generali,Si,2024-08-08,Perito A,Barcelona,23,39,1281,3.3
AXA,Si,2025-03-07,Perito D,Zaragoza,39,20,4929,3.3
Mutua,No,2025-06-05,Perito D,Zaragoza,55,45,712,2.7
Generali,No,2025-02-06,Perito D,Málaga,51,19,3049,3.2
Mutua,No,2024-06-05,Perito B,Sevilla,47,44,5415,4.7
Allianz,No,2024-10-14,Perito D,Sevilla,32,19,5437,4.7
Mapfre,Si,2024-02-02,Perito D,Barcelona,20,26,759,1.1
Generali,Si,2025-02-15,Perito C,Zaragoza,54,21,3872,4.7
Mutua,No,2025-02-20,Perito D,Sevilla,49,27,4783,3.6
Mapfre,No,2024-08-21,Perito D,Valencia,55,18,7604,6.2
AXA,Si,2024-08-03,Perito C,Barcelona,44,17,5192,6.8
Mutua,No,2025-04-06,Perito B,Barcelona,35,26,3543,5.7
Generali,Si,2024-06-29,Perito B,Valencia,38,15,5508,1.9
Allianz,Si,2025-03-22,Perito C,Barcelona,20,41,4270,3.3
Mapfre,No,2024-05-10,Perito C,Sevilla,24,27,4999,5.1
Mapfre,No,2024-02-16,Perito D,Sevilla,41,31,1670,2.4
Allianz,Si,2024-06-07,Perito B,Sevilla,43,22,780,3.7
Generali,Si,2024-06-10,Perito B,Valencia,56,46,7133,3.6
Linea Directa,No,2024-04-08,Perito D,Sevilla,55,34,7204,5.5
AXA,No,2024-03-24,Perito A,Valencia,55,31,2494,4.2
Linea Directa,No,2024-08-26,Perito D,Valencia,23,48,3347,3.7
Allianz,Si,2024-08-09,Perito A,Valencia,55,49,4449,4.6
AXA,No,2024-03-11,Perito D,Barcelona,37,49,1879,1.0
Generali,Si,2025-01-03,Perito C,Málaga,35,38,3706,3.2
Mutua,Si,2024-03-26,Perito D,Zaragoza,37,32,5292,4.2
Mutua,No,2024-03-17,Perito C,Valencia,41,47,7453,4.3
Linea Directa,Si,2024-02-09,Perito A,Sevilla,21,37,2944,4.1
Generali,No,2025-03-14,Perito A,Valencia,40,39,3556,4.5
AXA,No,2025-04-21,Perito C,Zaragoza,55,41,4245,3.8
Linea Directa,No,2025-06-14,Perito C,Madrid,58,15,1443,4.2
Allianz,No,2024-10-19,Perito B,Barcelona,58,35,5388,7.2
Linea Directa,No,2024-05-21,Perito B,Sevilla,48,24,3318,4.3
Generali,Si,2024-05-28,Perito D,Barcelona,45,45,5304,3.0
Generali,No,2024-05-08,Perito C,Barcelona,40,39,2341,5.1
Mutua,Si,2025-03-10,Perito A,Madrid,36,34,6069,5.6
Allianz,No,2024-02-24,Perito B,Valencia,35,16,5253,5.9
Mutua,No,2024-09-17,Perito C,Sevilla,50,29,3259,4.0
AXA,No,2024-11-22,Perito A,Málaga,28,42,4748,6.1
AXA,No,2025-03-31,Perito A,Barcelona,50,27,5523,6.4
Mapfre,Si,2024-01-19,Perito C,Zaragoza,33,28,3159,3.5
Generali,No,2024-04-09,Perito D,Málaga,56,16,2465,2.6
Allianz,No,2025-03-21,Perito B,Málaga,21,48,6817,5.8
Allianz,No,2024-03-20,Perito B,Valencia,33,49,2679,5.9
Mutua,Si,2024-04-10,Perito C,Málaga,52,39,6684,5.9
Linea Directa,No,2024-06-26,Perito D,Sevilla,54,29,4846,3.0
Linea Directa,Si,2024-07-10,Perito A,Valencia,58,26,1835,1.4
Mutua,No,2024-02-01,Perito D,Zaragoza,39,23,5608,4.7
Linea Directa,No,2024-08-16,Perito B,Málaga,21,45,7621,5.3
Allianz,No,2024-12-19,Perito C,Valencia,38,28,1957,2.8
Mutua,No,2024-07-12,Perito B,Sevilla,56,43,4652,6.7
Linea Directa,No,2024-05-15,Perito C,Barcelona,37,22,2270,7.8
Mapfre,No,2025-04-20,Perito D,Madrid,35,17,6081,3.7
Generali,No,2024-11-17,Perito B,Valencia,23,16,6865,4.5
Mapfre,Si,2025-06-14,Perito D,Zaragoza,31,30,6077,2.2
Linea Directa,No,2025-01-16,Perito B,Madrid,48,33,7467,5.7
AXA,No,2025-04-23,Perito D,Barcelona,26,44,3049,5.6
Allianz,Si,2025-03-04,Perito B,Zaragoza,33,30,3451,3.4
Mapfre,No,2025-04-09,Perito C,Sevilla,31,45,7590,6.4
Mapfre,No,2025-06-03,Perito D,Zaragoza,54,42,7105,6.2
Mutua,Si,2024-04-06,Perito D,Barcelona,24,18,3930,4.1
Mutua,No,2024-08-04,Perito C,Madrid,36,24,2689,4.0
Mutua,No,2025-01-07,Perito A,Sevilla,51,32,1831,4.6
Linea Directa,Si,2024-05-05,Perito B,Zaragoza,29,46,3016,2.9
AXA,Si,2024-07-05,Perito B,Málaga,36,44,1215,2.2
Mapfre,No,2024-03-24,Perito C,Málaga,24,23,1548,2.7
Generali,Si,2024-10-09,Perito B,Valencia,28,43,4811,4.6
Mutua,Si,2024-03-01,Perito D,Málaga,52,30,3287,3.1
AXA,Si,2024-04-09,Perito D,Zaragoza,55,42,3039,3.4
Linea Directa,No,2024-10-15,Perito C,Madrid,55,35,535,3.2
AXA,No,2025-01-11,Perito D,Málaga,37,16,6078,5.6
Mutua,Si,2024-07-19,Perito A,Valencia,28,49,6601,5.0
Allianz,Si,2025-06-17,Perito B,Sevilla,48,42,4792,4.5
Mapfre,Si,2024-08-04,Perito C,Málaga,33,45,1095,1.6
Mutua,Si,2025-02-01,Perito C,Valencia,44,47,6503,4.3
Generali,No,2024-07-20,Perito B,Málaga,34,37,3746,5.4
Mapfre,No,2025-01-18,Perito A,Málaga,25,31,1051,4.4
AXA,No,2024-12-11,Perito C,Zaragoza,48,15,1887,3.5
Generali,No,2024-01-13,Perito B,Madrid,34,37,2131,5.3
Mapfre,Si,2024-12-02,Perito A,Valencia,48,41,7033,3.9
Generali,No,2025-04-20,Perito C,Valencia,23,39,3946,5.0
AXA,Si,2024-03-27,Perito A,Barcelona,37,46,2627,5.3
Mutua,Si,2024-04-10,Perito C,Barcelona,58,33,1768,4.0
Generali,Si,2024-11-11,Perito B,Valencia,35,38,4200,3.3
Mutua,Si,2025-06-17,Perito B,Zaragoza,30,17,5252,4.1
AXA,No,2025-02-12,Perito B,Madrid,33,26,2938,4.9
AXA,Si,2024-02-23,Perito A,Málaga,22,49,3698,3.6
Generali,Si,2024-06-20,Perito D,Sevilla,57,29,5932,4.2
Generali,Si,2024-11-24,Perito A,Zaragoza,37,31,5587,5.9
AXA,Si,2024-09-08,Perito B,Málaga,39,46,7944,4.8
Generali,No,2024-06-18,Perito C,Sevilla,44,21,5736,4.4
Generali,Si,2025-03-21,Perito D,Madrid,57,33,5487,3.4
Generali,No,2024-09-27,Perito A,Barcelona,32,21,4113,5.2
Linea Directa,Si,2024-05-02,Perito A,Valencia,23,19,1266,5.1
Generali,No,2024-03-11,Perito C,Madrid,33,35,7923,8.3
Mapfre,Si,2024-06-19,Perito C,Sevilla,52,21,4580,4.5
AXA,Si,2025-04-23,Perito B,Zaragoza,47,37,2644,4.2
AXA,No,2024-05-13,Perito A,Valencia,56,25,4307,4.4
Allianz,No,2024-08-31,Perito C,Sevilla,27,24,5926,6.0
Mutua,No,2025-03-27,Perito C,Málaga,53,35,3573,5.3
Allianz,Si,2024-03-27,Perito D,Málaga,24,47,4169,2.8
Generali,No,2024-02-19,Perito B,Zaragoza,24,34,7620,4.4
Generali,No,2024-09-25,Perito B,Málaga,50,47,2746,2.5
Mapfre,Si,2024-01-09,Perito A,Valencia,28,49,953,3.2
Mapfre,No,2024-05-06,Perito C,Barcelona,51,48,2282,4.3
Mapfre,Si,2025-05-27,Perito B,Barcelona,52,41,2974,4.3
Mapfre,Si,2024-05-22,Perito A,Sevilla,22,33,3096,3.3
Mapfre,No,2025-04-26,Perito B,Barcelona,49,19,4385,4.4
Mapfre,Si,2024-07-21,Perito A,Barcelona,31,43,975,5.6
Mapfre,Si,2024-05-10,Perito C,Sevilla,48,24,6948,3.3
Mapfre,Si,2025-01-17,Perito B,Sevilla,22,27,7313,3.8
Linea Directa,Si,2024-12-16,Perito A,Sevilla,45,43,1825,3.1
Mapfre,No,2024-11-09,Perito A,Valencia,49,19,3269,4.7
AXA,No,2024-07-07,Perito C,Sevilla,28,26,617,1.6
Mapfre,Si,2025-02-06,Perito B,Valencia,45,27,314,2.9
Mutua,No,2025-03-04,Perito A,Valencia,21,36,816,4.4
Mapfre,Si,2025-04-24,Perito A,Valencia,22,29,4174,6.1
Linea Directa,No,2024-11-26,Perito A,Sevilla,23,27,3467,4.9
Generali,No,2024-01-28,Perito A,Barcelona,44,15,1025,4.7
Linea Directa,Si,2025-02-13,Perito B,Zaragoza,32,15,7868,3.7
Linea Directa,Si,2024-01-25,Perito D,Zaragoza,58,25,5945,2.2
Generali,Si,2024-10-14,Perito B,Barcelona,54,36,1716,3.4
Mapfre,Si,2024-06-11,Perito A,Sevilla,42,49,3346,2.3
Mapfre,No,2024-03-02,Perito B,Barcelona,28,20,612,5.0
Generali,Si,2024-12-18,Perito B,Sevilla,21,42,7743,4.2
Mutua,No,2024-02-21,Perito C,Valencia,50,45,7787,6.8
Allianz,No,2024-10-19,Perito C,Málaga,21,22,928,3.6
AXA,Si,2025-03-16,Perito A,Madrid,51,19,3548,5.0
Generali,No,2025-01-29,Perito D,Zaragoza,37,31,7364,4.0
Mapfre,Si,2024-01-17,Perito C,Sevilla,32,23,3008,3.6
AXA,Si,2025-03-17,Perito B,Valencia,24,24,875,2.7
Mapfre,No,2025-05-06,Perito A,Málaga,29,34,3665,2.8
Allianz,Si,2025-02-27,Perito D,Valencia,44,28,6188,4.8
Allianz,Si,2024-07-24,Perito C,Madrid,53,28,2704,4.8
Generali,Si,2024-02-05,Perito A,Zaragoza,56,40,3167,2.8
AXA,No,2024-02-15,Perito D,Barcelona,49,43,6535,6.6
Linea Directa,No,2024-11-23,Perito A,Barcelona,26,41,2986,5.1
AXA,Si,2024-11-21,Perito D,Valencia,25,39,1322,1.3
Linea Directa,Si,2024-07-26,Perito C,Madrid,22,30,4279,4.8
Allianz,No,2024-05-27,Perito B,Valencia,32,48,1771,4.6
Mapfre,No,2024-11-16,Perito B,Barcelona,22,30,5273,7.3
Linea Directa,Si,2025-05-23,Perito C,Valencia,45,47,5304,5.5
Linea Directa,No,2024-02-06,Perito C,Málaga,43,17,2343,2.2
Generali,Si,2025-05-22,Perito C,Madrid,25,37,1887,1.9
Mutua,Si,2025-05-25,Perito D,Barcelona,31,25,7006,4.4
Allianz,Si,2024-02-10,Perito D,Zaragoza,55,32,7557,3.1
Linea Directa,No,2024-05-20,Perito D,Zaragoza,21,43,4332,6.4
Allianz,No,2024-07-31,Perito D,Valencia,30,19,4051,4.1
Generali,No,2024-01-26,Perito D,Madrid,58,38,3640,4.5
Mapfre,Si,2025-01-19,Perito D,Valencia,53,43,3966,2.3
AXA,No,2024-04-14,Perito D,Barcelona,45,43,5844,5.6
Allianz,No,2024-07-26,Perito C,Madrid,37,40,2526,2.7
Generali,Si,2024-07-25,Perito D,Barcelona,40,17,6560,5.6
Generali,No,2024-10-24,Perito A,Málaga,55,16,3114,5.9
Generali,Si,2025-03-03,Perito D,Málaga,59,39,5168,1.5
AXA,Si,2024-10-25,Perito B,Zaragoza,41,33,6117,4.6
Allianz,No,2025-03-31,Perito B,Sevilla,49,16,5592,5.3
Linea Directa,No,2024-09-16,Perito C,Madrid,49,33,4152,5.9
Generali,Si,2024-09-05,Perito B,Málaga,27,15,6405,4.7
AXA,No,2024-06-04,Perito B,Sevilla,53,41,795,2.2
Mapfre,No,2024-03-02,Perito B,Zaragoza,28,49,6199,4.9
Mutua,No,2024-04-14,Perito C,Madrid,39,19,928,5.2
Allianz,Si,2024-05-28,Perito C,Barcelona,59,18,1565,1.8
AXA,Si,2025-03-18,Perito D,Valencia,44,31,4692,3.2
Mutua,No,2024-10-27,Perito B,Valencia,38,35,898,3.9
Mutua,Si,2024-06-26,Perito D,Barcelona,24,45,7386,4.6
AXA,No,2024-08-10,Perito C,Málaga,30,36,6520,5.6
Linea Directa,No,2024-11-05,Perito D,Valencia,34,25,5931,4.5
Linea Directa,No,2024-09-15,Perito D,Barcelona,27,48,595,3.5
AXA,No,2025-02-02,Perito B,Sevilla,38,29,6788,4.8
